"UNISTR_CHR","UNISTR_TXT","HTML_ENTITY","NOTES"
"\D886\DEE5","\D886\DEE5","&#x31ae5;","CJK UNIFIED IDEOGRAPH-31AE5"
"\D886\DEE6","\D886\DEE6","&#x31ae6;","CJK UNIFIED IDEOGRAPH-31AE6"
"\D886\DEE7","\D886\DEE7","&#x31ae7;","CJK UNIFIED IDEOGRAPH-31AE7"
"\D886\DEE8","\D886\DEE8","&#x31ae8;","CJK UNIFIED IDEOGRAPH-31AE8"
"\D886\DEE9","\D886\DEE9","&#x31ae9;","CJK UNIFIED IDEOGRAPH-31AE9"
"\D886\DEEA","\D886\DEEA","&#x31aea;","CJK UNIFIED IDEOGRAPH-31AEA"
"\D886\DEEB","\D886\DEEB","&#x31aeb;","CJK UNIFIED IDEOGRAPH-31AEB"
"\D886\DEEC","\D886\DEEC","&#x31aec;","CJK UNIFIED IDEOGRAPH-31AEC"
"\D886\DEED","\D886\DEED","&#x31aed;","CJK UNIFIED IDEOGRAPH-31AED"
"\D886\DEEE","\D886\DEEE","&#x31aee;","CJK UNIFIED IDEOGRAPH-31AEE"
"\D886\DEEF","\D886\DEEF","&#x31aef;","CJK UNIFIED IDEOGRAPH-31AEF"
"\D886\DEF0","\D886\DEF0","&#x31af0;","CJK UNIFIED IDEOGRAPH-31AF0"
"\D886\DEF1","\D886\DEF1","&#x31af1;","CJK UNIFIED IDEOGRAPH-31AF1"
"\D886\DEF2","\D886\DEF2","&#x31af2;","CJK UNIFIED IDEOGRAPH-31AF2"
"\D886\DEF3","\D886\DEF3","&#x31af3;","CJK UNIFIED IDEOGRAPH-31AF3"
"\D886\DEF4","\D886\DEF4","&#x31af4;","CJK UNIFIED IDEOGRAPH-31AF4"
"\D886\DEF5","\D886\DEF5","&#x31af5;","CJK UNIFIED IDEOGRAPH-31AF5"
"\D886\DEF6","\D886\DEF6","&#x31af6;","CJK UNIFIED IDEOGRAPH-31AF6"
"\D886\DEF7","\D886\DEF7","&#x31af7;","CJK UNIFIED IDEOGRAPH-31AF7"
"\D886\DEF8","\D886\DEF8","&#x31af8;","CJK UNIFIED IDEOGRAPH-31AF8"
"\D886\DEF9","\D886\DEF9","&#x31af9;","CJK UNIFIED IDEOGRAPH-31AF9"
"\D886\DEFA","\D886\DEFA","&#x31afa;","CJK UNIFIED IDEOGRAPH-31AFA"
"\D886\DEFB","\D886\DEFB","&#x31afb;","CJK UNIFIED IDEOGRAPH-31AFB"
"\D886\DEFC","\D886\DEFC","&#x31afc;","CJK UNIFIED IDEOGRAPH-31AFC"
"\D886\DEFD","\D886\DEFD","&#x31afd;","CJK UNIFIED IDEOGRAPH-31AFD"
"\D886\DEFE","\D886\DEFE","&#x31afe;","CJK UNIFIED IDEOGRAPH-31AFE"
"\D886\DEFF","\D886\DEFF","&#x31aff;","CJK UNIFIED IDEOGRAPH-31AFF"
"\D886\DF00","\D886\DF00","&#x31b00;","CJK UNIFIED IDEOGRAPH-31B00"
"\D886\DF01","\D886\DF01","&#x31b01;","CJK UNIFIED IDEOGRAPH-31B01"
"\D886\DF02","\D886\DF02","&#x31b02;","CJK UNIFIED IDEOGRAPH-31B02"
"\D886\DF03","\D886\DF03","&#x31b03;","CJK UNIFIED IDEOGRAPH-31B03"
"\D886\DF04","\D886\DF04","&#x31b04;","CJK UNIFIED IDEOGRAPH-31B04"
"\D886\DF05","\D886\DF05","&#x31b05;","CJK UNIFIED IDEOGRAPH-31B05"
"\D886\DF06","\D886\DF06","&#x31b06;","CJK UNIFIED IDEOGRAPH-31B06"
